AVARU_G1_Yambuto_lake_mtelyatnikov_2017_species_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Title: Russian Arctic Vegetation Archive: Yambuto lake (G1) Vegetation Plots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Author: Mikhail Telyatnikov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dataset Reference: Telyatnikov, M. Y., Troeva, E. I., Ermokhina, K. A., & Pristyazhnyuk, A. (2019). Vegetation of the two regions of the northern part of the Gydan Peninsula (the subzone of typical tundras). Turczaninowia, 22(4), 128–144. https://doi.org/10.14258/turczaninowia.22.4.14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Table: Modified Species Cover Data for Yambuto lake (G1) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset Notes: Percentage species cover scale is used. Taxa are listed in alphabetical order. Both the dataset author determinations and the current nomenclature according to the Panarctic Species List (PASL) are listed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AUTHOR PLOT NUMBER,G1-1,G1-3,G1-6,G1-7,G1-8,G1-9,G1-12,G1-13,G1-15,G1-15a,G1-18,G1-20,G1-21,G1-23,G1-24,G1-26,G1-28,G1-30,G1-32,G1-33,G1-35,G1-37,G1-39,G1-41,G1-43,G1-45,G1-46,G1-48,G1-50,G1-52,G1-55,G1-56,G1-57,G1-58,G1-60,G1-62,G1-64,G1-66,G1-68,G1-69,G1-72,G1-73,G1-74,G1-76,G1-79,G1-80,G1-82,G1-84,G1-86,G1-88,G1-90,G1-92,G1-94,G1-95,G1-97,G1-99,G1-101,G1-103,G1-105,G1-107,G1-109,G1-111,G1-111a,G1-113,G1-115,G1-118,G1-119,G1-121,G1-124,G1-126,G1-127,G1-129,G1-131,G1-133,G1-135,G1-137,G1-139,G1-141,G1-143,G1-1-MT,G1-2-MT,G1-3-MT,G1-4-MT,G1-5-MT,G1-6-MT
Peltigera leucophlebia,Peltigera leucophlebia,Peltigera leucophlebia (Nyl.) Gyeln.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peltigera malacea,Peltigera malacea,Peltigera malacea (Ach.) Funck,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peltigera membranacea,Peltigera membranacea,Peltigera membranacea (Ach.) Nyl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peltigera neckeri,Peltigera neckeri,Peltigera neckeri MÁll.Arg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.5,0,0,0,0,0,1,0,0
Peltigera polydactylon,Peltigera polydactylon,Peltigera polydactylon (Neck.) Hoffm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peltigera rufescens,Peltigera rufescens,Peltigera rufescens (Weis) Humb.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Peltigera scabrosa ,Peltigera scabrosa,Peltigera scabrosa Th. Fr.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0
Peltigera species,Peltigera species,Peltigera species ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pertusaria dacica,Pertusaria species,Pertusaria species,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pertusaria dactylina,Pertusaria dactylina,Pertusaria dactylina (Ach.) Nyl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
Pertusaria geminipara,Pertusaria geminipara,Pertusaria geminipara (Th. Fr.) C.Knight ex Brodo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pertusaria panyrga,Pertusaria panyrga,Pertusaria panyrga (Ach.) A. Massal.,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Pertusaria species,Pertusaria species,Pertusaria species ,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petasites frigidus,Petasites frigidus,Petasites frigidus (L.) Fr.,0,0,1,1,0,2,0,1,1,1,0,0,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,1,1,2,2,0,0,0,0,1,0,0,0,0.5
Philonotis fontana,Philonotis fontana,Philonotis fontana (Hedw.) Brid.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Phippsia algida,Phippsia algida,Phippsia algida (Sol.) R. Br.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagiomnium ellipticum,Plagiomnium ellipticum,Plagiomnium ellipticum (Brid.) T. Kop.,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Plagiomnium curvatulum,Plagiomnium curvatulum,Plagiomnium medium (Bruch & Schimp.) T. Kop.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Plagiothecium berggrenianum,Plagiothecium berggrenianum,Plagiothecium berggrenianum Frisvoll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagiothecium denticulatum,Plagiothecium denticulatum,Plagiothecium denticulatum (Hedw.) Schimp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagiothecium laetum,Plagiothecium laetum,Plagiothecium laetum Schimp. in B.S.G.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleurozium schreberi,Pleurozium schreberi,Pleurozium schreberi (Willdenow ex Brid.) Mitt.,1,5,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0
Poa alpigena,Poa alpina,Poa alpina L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,3,4,4,4,3,0,0,0,0,0,2,0,0
Poa alpina,Poa alpina,Poa alpina L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa arctica,Poa arctica,Poa arctica R. Br.,0,2,2,0,0,0,0,0,0,0,2,2,1,2,0,2,0,2,0,5,0,0,0,0,0,3,0,2,1,2,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0,2,0,1,2,0,0,1,0,2,0,2,2,2,0,2,1,2,2,1,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,2
Poa alpigena,Poa alpina,Poa alpina L.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa arctica subsp. vivipara,Poa alpina s. vivipara,Poa alpina v. vivipara L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pogonatum dentatum,Pogonatum dentatum,Pogonatum dentatum (Menzies ex Brid.) Brid.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pogonatum urnigerum,Pogonatum urnigerum,Pogonatum urnigerum (Hedw.) P. Beauv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pohlia cruda,Pohlia cruda,Pohlia cruda (Hedw.) Lindb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
Pohlia crudoides,Pohlia crudoides,Pohlia crudoides (Sull. & Lesq.) Broth.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pohlia drummondii,Pohlia drummondii,Pohlia drummondii (C. MÁll.) Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.2
Pohlia melanodon,Pohlia species,Pohlia species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pohlia nutans,Pohlia nutans,Pohlia nutans (Hedw.) Lindb.,1,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0
Pohlia proligera,Pohlia proligera,Pohlia proligera (Kindb.) Broth.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pohlia species,Pohlia species,Pohlia species ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polemonium acutiflorum,Polemonium acutiflorum,Polemonium acutiflorum Willd.,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,1,0,0
Polemonium boreale,Polemonium boreale,Polemonium boreale Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytichastrum fragile,Polytrichastrum fragile,Polytrichastrum alpinum (Hedw.) G. L. Sm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polygonum boreale,Polygonum boreale,Polygonum boreale (Lange) Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichastrum alpinum,Polytrichastrum alpinum,Polytrichastrum alpinum (Hedw.) G. L. Sm.,0,10,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum hyperboreum,Polytrichum hyperboreum,Polytrichum hyperboreum R. Br.,30,0,5,0,0,2,3,0,0,0,0,2,0,0,0,0,20,20,0,0,0,17,10,0,0,0,0,0,2,6,0,0,0,20,0,0,10,0,0,20,0,0,0,2,0,0,2,8,4,10,0,0.5,5,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0.5,4,0,0,3,2,2,4,2,0,0,2,0,0,0,0,2,0
Polytrichum jensenii,Polytrichum jensenii,Polytrichum jensenii I. Hagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum juniperinum,Polytrichum juniperinum,Polytrichum juniperinum Hedw.,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum piliferum,Polytrichum piliferum,Polytrichum piliferum Hedw.,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0
Polytrichum species,Polystichum species,Polystichum species ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum strictum,Polytrichum strictum,Polytrichum strictum Menzies ex Brid.,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,20,0,50,2,0,0,0,0,6,0,0,0,5,5,0,0,0,20,0,0,0,0,1,0,0,2,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,6,3,0,0,0,0,7,25,0,0,0,0,0,2,0
Polytrichum swartzii,Polytrichum swartzii,Polytrichum swartzii C.J. Hart.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla hyparctica,Potentilla hyparctica,Potentilla hyparctica Malte,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla rubella,Potentilla rubella,Potentilla rubella T.J. Sorensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla stipularis,Potentilla stipularis,Potentilla stipularis L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasanthus suecicus,Prasanthus suecicus (Gottsche) Lindb.,Prasanthus suecicus (Gottsche) Lindb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primula stricta,Primula stricta,Primula stricta Hornem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudobryum cinclidioides,Pseudobryum cinclidioides,Pseudobryum cinclidioides (HÁb.) T. Kop.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psoroma hypnorum,Psoroma hypnorum,Psoroma hypnorum (Vahl) S.F.Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptilidium ciliare,Ptilidium ciliare,Ptilidium ciliare (L.) Hampe,0.5,0,0,0.5,0,4,0,0,0,5,10,5,25,2,20,11,0,7,0,6,6,0,6,0,0,0,0,0,4,5,0,0,4,6,11,0,0,5,7,0,0.5,0,0,2,0,12,5,0,5,4,0.5,0,7,0,0,0,4,0,0,0,0,1,5,5,0,7,3,0,0,5,5,12,6,0,0,5,0,0,0,0,12,0,0,0,0
Pyrola rotundifolia,Pyrola rotundifolia s. norvegica,Pyrola grandiflora s. norvegica (Knaben) A. LÔve & D. LÔve,0,2,1,0,0,0,0,0,0,2,3,2,4,2,2,2,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,4,0,0,0,1,0,0,0,4,0,5,6,0,0.5,3,4,0,0,0,0,1,0,6,3,0,2,0,0,0,2
Racomitrium lanuginosum,Racomitrium lanuginosum,Racomitrium lanuginosum (Hedw.) Brid.,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,0,0,25,13,0,0,3,2,8,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,3,7,0,4,3,0,0,0,0
Ranunculus affinis,Ranunculus affinis,Ranunculus arcticus Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
